Name,Colors,Year,Genre,Style,Link
Male Torso and Study for Portrait of a Woman with Flowers,"('Lemon Meringue', 'Cornsilk', 'Sage', 'Rifle Green', 'Gray')",1887,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/male-torso-and-study-for-portrait-of-a-woman-with-flowers-1887.jpg!Large.jpg
Man with Spade in a Suburb of Paris,"('Cambridge Blue', 'Pine Tree', 'Dark Olive', 'Moss Green', 'Light Goldenrod')",1887,genre painting,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/man-with-spade-in-a-suburb-of-paris-1887.jpg!Large.jpg
Montmartre Path with Sunflowers,"('Dark Olive', 'Khaki', 'Light Yellow', 'Copper', 'Tan')",1887,cityscape,Neo-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/montmartre-path-with-sunflowers-1887.jpg!Large.jpg
Moored Boats,"('Light Sky', 'Charcoal', 'Sepia', 'Tan', 'Sepia')",1887,landscape,Neo-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/moored-boats-1887.jpg!Large.jpg
"Nude Woman Reclining, Seen from the Back","('Gray', 'Peach Puff', 'Light Salmon', 'Redwood', 'Caput Mortuum')",1887,nude painting (nu),Neo-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/nude-woman-reclining-seen-from-the-back-1887.jpg!Large.jpg
Nude Woman Squatting Over a Basin,"('Khaki', 'Burlywood', 'Van Dyke', 'French Bistre', 'Burlywood')",1887,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/nude-woman-squatting-over-a-basin-1887.jpg!Large.jpg
On the Outskirts of Paris,"('Han Blue', 'United Nations', 'Little Boy', 'Khaki', 'Pale Goldenrod')",1887,landscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/on-the-outskirts-of-paris-1887.jpg!Large.jpg
Outskirts of Paris near Montmartre,"('Light Sky', 'Coffee', 'Earth Yellow', 'Sienna', 'Misty Rose')",1887,cityscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/outskirts-of-paris-near-montmartre-1887-1.jpg!Large.jpg
Park at Asnieres in Spring,"('Sap Green', 'Citron', 'Metallic Sunburst', 'Orange', 'Red')",1887,landscape,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/park-at-asnieres-in-spring-1887.jpg!Large.jpg
Park View,"('Medium Champagne', 'Wheat', 'Cornsilk', 'Tan', 'Tan')",1887,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/park-view.jpg!Large.jpg
Pasture in Bloom,"('Spanish Bistre', 'Bistre', 'Moss Green', 'Metallic Sunburst', 'Sienna')",1887,landscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/pasture-in-bloom-1887.jpg!Large.jpg
Path in the Woods,"('Spanish Bistre', 'Coffee', 'Dark Sienna', 'Bronze', 'Smoky Black')",1887,sketch and study,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/path-in-the-woods-1887.jpg!Large.jpg
Pianist,"('Dark Jungle', 'Gray', 'Lemon Chiffon', 'Lemon Chiffon', 'Light Yellow')",1887,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/pianist-1887.jpg!Large.jpg
Plaster Statuette of a Female Torso,"('Dark Byzantium', 'Light Yellow', 'Saffron', 'Goldenrod', 'Chocolate')",1887,still life,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1887.jpg!Large.jpg
Portrait of a Man,"('Gray', 'Earth Yellow', 'Camel', 'Copper', 'Caput Mortuum')",1887,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/portrait-of-a-man.jpg!Large.jpg
Portrait of a Man with a Skull Cap,"('Pine Tree', 'Silver Pink', 'Copper Red', 'Persian Plum', 'Brown')",1887,portrait,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/portrait-of-a-man-with-a-skull-cap.jpg!Large.jpg
Portrait of a Woman,"('Old Mauve', 'Gray', 'Fawn', 'Fawn', 'Chamoisee')",1887,portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-1887.jpg!Large.jpg
Portrait of a Woman (Madame Tanguy),"('Hunter Green', 'Middle Red', 'Light Salmon', 'Smoky Black', 'Persian Plum')",1887,portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-madame-tanguy.jpg!Large.jpg
Portrait of Alexander Reid,"('Buff', 'Earth Yellow', 'French Bistre', 'Sienna', 'Sweet Brown')",1887,portrait,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-alexander-reid-1887.jpg!Large.jpg
Portrait of Père Tanguy,"('Burlywood', 'French Bistre', 'Camel', 'Van Dyke', 'Gray')",1887,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/portrait-of-père-tanguy-1887.jpg!Large.jpg
Portrait of Père Tanguy,"('Metallic Gold', 'Copper', 'Sienna', 'Seal Brown', 'Dark Sienna')",1887,portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-père-tanguy.jpg!Large.jpg
"Portrait of the Art Dealer Alexander Reid, Sitting in an Easy Chair","('Light Yellow', 'Burlywood', 'Chamoisee', 'Dark Brown', 'Bulgarian Rose')",1887,portrait,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-the-art-dealer-alexander-reid-sitting-in-an-easy-chair.jpg!Large.jpg
Restaurant de la Sirene at Asnieres,"('Burlywood', 'Caput Mortuum', 'Chamoisee', 'Tumbleweed', 'Smoky Black')",1887,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/restaurant-de-la-sirene-at-asnieres-1887.jpg!Large.jpg
Restaurant de la Sirene at Asnieres,"('Burlywood', 'Navajo White', 'Light Salmon', 'Burnt Umber', 'Sweet Brown')",1887,cityscape,Neo-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/restaurant-de-la-sirene-at-asnieres-1887-1.jpg!Large.jpg
Road Running Beside the Paris Ramparts,"('Light Sky', 'Tan', 'Tan', 'Bisque', 'Rust')",1887,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/road-running-beside-the-paris-ramparts-1887.jpg!Large.jpg
Roadway with Underpass The Viaduct,"('Arylide Yellow', 'Mellow Apricot', 'Persian Orange', 'Wine', 'Smoky Black')",1887,landscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/roadway-with-underpass-the-viaduct-1887.jpg!Large.jpg
Sailing Boat on the Seine at Asnieres,"('Burlywood', 'French Beige', 'Burlywood', 'Van Dyke', 'Gray')",1887,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/sailing-boat-on-the-seine-at-asnieres-1887.jpg!Large.jpg
Seated Woman,"('Fawn', 'Copper', 'Light Salmon', 'Fawn', 'Dark Sienna')",1887,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/seated-woman-4-1887.jpg!Large.jpg
Self Portrait,"('Oxford Blue', 'Sky Blue', 'Saffron', 'Goldenrod', 'Golden Brown')",1887,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-1887.jpg!Large.jpg
Self Portrait with a Grey Felt Hat,"('Dark Slate', 'Myrtle Green', 'Sienna', 'Camel', 'Tomato')",1887,self-portrait,Post-Impressionism,https://uploads0.wikiart.org/00213/images/vincent-van-gogh/antique-3840757.jpg!Large.jpg
Self Portrait with Felt Hat,"('Dark Slate', 'Straw', 'Light Goldenrod', 'Sienna', 'Fuzzy Wuzzy')",1887,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-with-felt-hat.jpg!Large.jpg
Self-portrait,"('Slate Blue', 'Cornflower Blue', 'Sage', 'Light French', 'Sienna')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-1.jpg!Large.jpg
Self-Portrait,"('Gray', 'Mellow Apricot', 'Mellow Apricot', 'Copper Red', 'Sweet Brown')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-2.jpg!Large.jpg
Self-Portrait,"('Camouflage Green', 'Earth Yellow', 'Sienna', 'Carnelian', 'Dark Sienna')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-3.jpg!Large.jpg
Self-Portrait,"('Yellow Orange', 'Persian Orange', 'Burlywood', 'Tomato', 'Madder Lake')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-4.jpg!Large.jpg
Self-Portrait,"('Dark Moss', 'Bisque', 'Copper', 'Burnt Umber', 'Brown')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-5.jpg!Large.jpg
Self-Portrait,"('Indian Yellow', 'Brass', 'Tan', 'Chocolate', 'Bulgarian Rose')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-6.jpg!Large.jpg
Self-Portrait,"('Gray', 'Burlywood', 'French Beige', 'Copper Red', 'Persian Plum')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-7.jpg!Large.jpg
Self-Portrait,"('Smoky Black', 'Wheat', 'Redwood', 'Carnelian', 'Persian Plum')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-8.jpg!Large.jpg
Self-Portrait,"('Light Goldenrod', 'Earth Yellow', 'Copper', 'Tomato', 'Bistre')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-9.jpg!Large.jpg
Self-Portrait with a Japanese Print,"('Gray', 'Beaver', 'French Bistre', 'Burnt Umber', 'Persian Plum')",1887,self-portrait,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/self-portrait-with-a-japanese-print-1887.jpg
Self-Portrait with Gray Felt Hat,"('Dark Olive', 'Golden Brown', 'Bole', 'Orange Red', 'Bulgarian Rose')",1887,self-portrait,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/self-portrait-with-gray-felt-hat-1887.jpg!Large.jpg
Self-Portrait with Pipe and Glass,"('Tan', 'Tan', 'Dark Sienna', 'Persian Plum', 'Brown')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-with-pipe-and-glass-1887.jpg!Large.jpg
Self-Portrait with Straw Hat,"('Earth Yellow', 'Camel', 'Golden Brown', 'Sepia', 'Brown')",1887,self-portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-1887.jpg!Large.jpg
Self-Portrait with Straw Hat,"('Fern Green', 'Arylide Yellow', 'Mellow Apricot', 'Persian Orange', 'Rust')",1887,self-portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-1887-1.jpg!Large.jpg
Self-Portrait with Straw Hat,"('Sandy Brown', 'Persian Orange', 'Sienna', 'Firebrick', 'Smoky Black')",1887,self-portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-1887-2.jpg!Large.jpg
Self-Portrait with Straw Hat,"('Jonquil', 'Goldenrod', 'Tan', 'Camel', 'Tomato')",1887,self-portrait,Post-Impressionism,https://uploads0.wikiart.org/00213/images/vincent-van-gogh/antique-3840752.jpg!Large.jpg
Self-Portrait with Straw Hat and Pipe,"('Copper', 'Copper Red', 'Fuzzy Wuzzy', 'Smoky Black', 'Dark Sienna')",1887,self-portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-and-pipe-1887.jpg!Large.jpg
Shed with Sunflowers,"('Midnight Blue', 'Light Slate', 'Brass', 'Burlywood', 'Burlywood')",1887,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/shed-with-sunflowers-1887.jpg!Large.jpg
Skull,"('Light Yellow', 'Yellow Orange', 'Tan', 'Copper', 'Sweet Brown')",1887,vanitas,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/skull.jpg!Large.jpg
Skull,"('Hunter Green', 'Buff', 'Yellow Orange', 'Tan', 'Metallic Sunburst')",1887,vanitas,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/skull-1.jpg!Large.jpg
Sorrowing Woman,"('Burlywood', 'French Bistre', 'Burlywood', 'Dark Sienna', 'Tan')",1887,sketch and study,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/sorrowing-woman-1887.jpg!Large.jpg
Standing Male and Seated Female Nudes,"('Silver Pink', 'Ivory', 'Gray', 'Bisque', 'Gray')",1887,nude painting (nu),Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/standing-male-and-seated-female-nudes.jpg!Large.jpg
Standing Male Nude,"('French Bistre', 'Peach Puff', 'Bistre', 'Grullo', 'Antique White')",1887,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/standing-male-nude-1887.jpg!Large.jpg
Still Life with a Basket of Crocuses,"('Buff', 'Fawn', 'French Beige', 'Salmon', 'Bistre')",1887,still life,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-a-basket-of-crocuses-1887.jpg!Large.jpg
Still Life with Apples,"('Ebony', 'Light Salmon', 'Smoky Black', 'Indian Red', 'Middle Red')",1887,still life,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-apples-1887.jpg!Large.jpg
"Still Life with Apples, Pears, Lemons and Grapes","('Saffron', 'Dark Goldenrod', 'Dark Orange', 'Seal Brown', 'Spanish Orange')",1887,still life,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-apples-pears-lemons-and-grapes-1887.jpg!Large.jpg
Still Life with Basket of Apples,"('Slate Blue', 'Old Gold', 'Indian Yellow', 'Bronze', 'Burnt Umber')",1887,still life,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-basket-of-apples-1887.jpg!Large.jpg
Still Life with Basket of Apples (to Lucien Pissarro),"('Straw', 'Medium Champagne', 'Ochre', 'Chocolate', 'Bulgarian Rose')",1887,still life,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-basket-of-apples-to-lucien-pissarro-1887.jpg!Large.jpg
Still Life with Bloaters and Garlic,"('Earth Yellow', 'Copper', 'Sienna', 'Van Dyke', 'Caput Mortuum')",1887,still life,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-bloaters-and-garlic-1887.jpg!Large.jpg
Still Life with Decanter and Lemons on a Plate,"('Wheat', 'Carrot Orange', 'Chocolate', 'Rust', 'Venetian Red')",1887,still life,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-decanter-and-lemons-on-a-plate-1887.jpg!Large.jpg
Still Life with Four Sunflowers,"('United Nations', 'Light Blue', 'Indian Yellow', 'Metallic Sunburst', 'Medium Carmine')",1887,still life,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-four-sunflowers-1887.jpg!Large.jpg
Still Life with Grapes,"('Indian Yellow', 'Persian Orange', 'Tan', 'Sienna', 'Caput Mortuum')",1887,still life,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-grapes-1887.jpg!Large.jpg
"Still Life with Grapes, Pears and Lemons","('Tan', 'Tan', 'Tan', 'Medium Carmine', 'Smoky Black')",1887,still life,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-grapes-pears-and-lemons-1887.jpg!Large.jpg
"Still life with grapes,pears and lemons","('Citrine', 'Goldenrod', 'Orange', 'Dark Goldenrod', 'Orange Red')",1887,still life,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-grapes-pears-and-lemons-1887-1.jpg!Large.jpg
Still Life with Lemons on a Plate,"('Slate Blue', 'Green Sheen', 'Corn', 'Brass', 'Light Salmon')",1887,still life,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-lemons-on-a-plate-1887.jpg!Large.jpg
"Still Life with Plaster Statuette, a Rose and Two Novels","('Honolulu Blue', 'Dodger Blue', 'Dark Sky', 'Mustard', 'Burlywood')",1887,still life,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-plaster-statuette-a-rose-and-two-novels-1887.jpg!Large.jpg
Still Life with Red Cabbages and Onions,"('Persian Orange', 'Persian Orange', 'Coral', 'Smoky Black', 'Brown')",1887,still life,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-red-cabbages-and-onions-1887.jpg!Large.jpg
Still Life with Three Books,"('Camel', 'Light Salmon', 'Caput Mortuum', 'Madder Lake', 'Gray')",1887,still life,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-three-books-1887.jpg!Large.jpg
Still Life with Two Sunflowers,"('Arylide Yellow', 'Earth Yellow', 'Gold Fusion', 'Copper', 'Tomato')",1887,still life,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-two-sunflowers-1887.jpg!Large.jpg
Still Life with Two Sunflowers,"('Teal Blue', 'Pewter Blue', 'Dark Goldenrod', 'Camel', 'Tan')",1887,still life,Post-Impressionism,https://uploads1.wikiart.org/00220/images/vincent-van-gogh/antique-3937521.jpg!Large.jpg
Still Life: Vase with Cornflowers and Poppies,"('Myrtle Green', 'Gray', 'Light Yellow', 'Bronze', 'Seal Brown')",1887,flower painting,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-vase-with-cornflowers-and-poppies-1887.jpg!Large.jpg
Strollers and Onlookers at a Place of Entertainment,"('Tan', 'Light Salmon', 'Redwood', 'Light Salmon', 'Caput Mortuum')",1887,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/strollers-and-onlookers-at-a-place-of-entertainment-1887.jpg!Large.jpg
Study for Reclining Female Nude,"('Navajo White', 'Bistre', 'French Bistre', 'Camel', 'Peach Puff')",1887,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/study-for-reclining-female-nude-1887.jpg!Large.jpg
Study for Woman Sitting by a Cradle,"('Dutch White', 'French Bistre', 'Grullo', 'Antique White', 'Bistre')",1887,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/study-for-woman-sitting-by-a-cradle-1887.jpg!Large.jpg
Suburbs of Paris,"('Cambridge Blue', 'Army Green', 'Olive Drab', 'Bistre', 'Khaki')",1887,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/suburbs-of-paris-1887.jpg
Swift,"('Light French', 'Wheat', 'Tan', 'Coffee', 'Bistre')",1887,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/swift-1887.jpg!Large.jpg
The Allotments at Montmartre,"('Alizarin', 'Steel Blue', 'Sage', 'Camel', 'Burnished Brown')",1887,cityscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-allotments-at-montmartre-1887.jpg!Large.jpg
The Banks of the Seine,"('Indian Yellow', 'Mellow Apricot', 'Ochre', 'Bisque', 'Burnt Umber')",1887,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-banks-of-the-seine-1887.jpg!Large.jpg
The Banks of the Seine with Boats,"('Rifle Green', 'Medium Champagne', 'Navajo White', 'Caput Mortuum', 'Old Rose')",1887,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-banks-of-the-seine-with-boats-1887.jpg!Large.jpg
The Boulevard de Clichy,"('Brass', 'French Beige', 'French Bistre', 'Van Dyke', 'Gray')",1887,cityscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-boulevard-de-clichy-1887.jpg!Large.jpg
The Brothel,"('Buff', 'Tan', 'Persian Plum', 'Terra Cotta', 'Firebrick')",1887,genre painting,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/the-brothel-1887.jpg!Large.jpg
The Factory at Asnieres,"('Dark Sea', 'Laurel Green', 'Tan', 'Metallic Sunburst', 'Brown')",1887,cityscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-factory-at-asnieres-1887.jpg!Large.jpg
The Garden with Sunflower,"('Gold Fusion', 'Peach Puff', 'Redwood', 'Indian Red', 'Tuscany')",1887,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-garden-with-sunflower-1887.jpg!Large.jpg
